post_id,post_text,date,writer,label
10158390142887076,אנחנו בלמנו את איראן. הם לא.,2021-07-26 22:24:18,Benjamin Netanyahu - בנימין נתניהו,FAKE
10158390123052076,הייתי נותן עכשיו את החיסון השלישי לכל האוכלוסייה הבוגרת בישראל. זאת הדרך היחידה לנצח את הקורונה.,2021-07-26 22:10:16,Benjamin Netanyahu - בנימין נתניהו,REAL
10158389851437076,"יאיר בני היקר, המון מזל טוב לרגל יום הולדתך.  אוהב אותך מאוד!",2021-07-26 18:55:00,Benjamin Netanyahu - בנימין נתניהו,REAL
10158389723972076,"שמעתי בצער על פטירתו של רוני דניאל שליווה את המדינה בסיקור המלחמות והמבצעים הצבאיים, פיגועי הטרור והפעולות הרבות שביצעו כוחותינו לסיכולם. אני שולח תנחומים לבני משפחתו, חבריו ומוקירי זכרו. יהי זכרו ברוך.",2021-07-26 17:25:02,Benjamin Netanyahu - בנימין נתניהו,REAL
10158389537767076,הממשלה אחראית למחדל החיסונים. אנחנו קנינו מיליוני חיסונים שיושבים עכשיו באירופה כי הממשלה לא מביאה אותם עכשיו. הם מחלקים ג׳ובים במקום לחלק את החיסון השלישי לאזרחי ישראל — זאת הדרך היחידה להציל חיים ולשמור על הכלכלה פתוחה. תביאו את החיסון מייד!,2021-07-26 15:16:24,Benjamin Netanyahu - בנימין נתניהו,FAKE
10158387919347076,ההונאה היקרה בהיסטוריה.,2021-07-25 17:13:01,Benjamin Netanyahu - בנימין נתניהו,FAKE
10158387687622076,"מסיים פגישת עבודה עם נשיא המדינה יצחק הרצוג. דיברנו על האתגרים הביטחוניים והמדיניים שעומדים על סדר היום ובראשם ההתמודדות עם נגיף הקורונה.  (צילום: מארק ניימן, לע״מ)",2021-07-25 14:23:17,Benjamin Netanyahu - בנימין נתניהו,REAL
4361365003885134,"לא מסתכנים, מתחסנים.",2021-07-30 17:54:14,נפתלי בנט - Naftali Bennett,REAL
4361047483916886,חסנו את ההורים ואת סבא וסבתא בחיסון השלישי המשלים. תשמרו עליהם. שבת שלום❤️🇮🇱,2021-07-30 15:44:56,נפתלי בנט - Naftali Bennett,REAL
679305083027028,נשיא המדינה וראש הממשלה פותחים את המבצע לקבלת החיסון השלישי המשלים נגד נגיף הקורונה. שידור ישיר מהמרכז הרפואי שיבא,2021-07-30 10:40:40,נפתלי בנט - Naftali Bennett,REAL
4360218910666410,עוד שבוע של עבודה קשה וטובה של השרות והשרים שלנו. כמה מהדברים שקרו השבוע>>  #ממשלהבליהפסקה,2021-07-30 08:53:06,נפתלי בנט - Naftali Bennett,FAKE
4358706340817667,הצטרפו לשידור החי>>,2021-07-29 20:05:51,נפתלי בנט - Naftali Bennett,REAL
4358150890873212,"מיכל בנט, ניקול רזבוזוב, שירה ואורי שקד, אנה ואדל מואטי, אופק ואיתן טור פז, תבור הנדל, עילי סילמן- כולם התחסנו!  ימין ושמאל, דתיים וחילונים, כולנו רוצים לשמור על הילדים שלנו, לאפשר להם ללמוד, לתת להם חופש ולאעוד בידודים והגבלות. חסנו גם אתם את הילדים שלכם עכשיו. אל תסתכנו, תתחסנו.  איילת שקד - Ayelet Shaked יואל רזבוזוב - Yoel Razvozov יועז הנדל Yoaz Hendel קינלי טור פז אמילי - חיה מואטי Emilie Moatti עידית סילמן - Idit Silman",2021-07-29 16:19:46,נפתלי בנט - Naftali Bennett,REAL
4356133477741620,סיימתי שיחת זום חשובה עם 50 ראשי ערים וראשי רשויות בישראל.  גיבשנו תכנית התחסנות לאומית רחבה כדי להגן על התושבים. ביקשתי מהם דבר פשוט: חסנו את התושבים שלכם. תצילו להם את החיים ואת איכות החיים. #לאמסתכנים_מתחסנים,2021-07-28 23:09:53,נפתלי בנט - Naftali Bennett,REAL
4355972177757750,"העיר אשדוד מתחסנת! ראש העיר הביצועיסט והנפלא יחיאל לסרי עדכן אותי עכשיו במבצע ההתחסנות של אשדוד: הוא פתח מתחמי חיסונים בעצמו – וזה פשוט עובד. בארבעה מבצעי חיסונים הם חיסנו מעל 4,700 תושבים (גילאי 18+). בעודעוד מבצע חיסונים לילדים בגילאי 12-16 -> הם חיסנו עוד 650 ילדים! והערב הם מקיימים מבצעי חיסון בשני מתחמים – כללי וחרדי. -- והנה התוצאה: באשדוד מחוסנים מעל גיל 50 – 91% גילאים 16-19 מחוסנים ומחלימים - 89% ! גילאים 12-15: מחוסנים ומחלימים - 38%  מצדיע לך ד""ר יחיאל לסרי. אתה מציל חיי אדם. אל תסתכנו – תתחסנו!",2021-07-28 21:55:10,נפתלי בנט - Naftali Bennett,FAKE
4355484041139897,"ההייטק בישראל נמצא בצמיחה אדירה, אך לצערי עדיין לא כולם זוכים להשתלב בו. מברך את שרת המדע והטכנולוגיה, אורית פרקש-הכהן Orit Farkash-Hacohen, על היוזמה הנהדרת לשילוב המגזר הערבי בהייטק!",2021-07-28 18:20:17,נפתלי בנט - Naftali Bennett,REAL
4208413249255458,"אין על הארץ הזו (וגם עין על הארץ הזו 😉)  פרשת ""עקב"" באמצע החופש הגדול, עושה שירות למשרד התיירות, ומזכירה לנו שבלי עין הרע, אין כמו בבית.  בפרשה מתאר משה את הברכה וההצלחה הצפויות לעם ביישוב הארץ אם ילכו בדרךעוד הישר, לעומת האבדן הצפוי אם לא, את יתרונותיה ואוצרות הטבע של הארץ כ""זבת חלב ודבש"", ואת החשיבות שלא לפחד מהאויבים.  ממש יח""צ מעולה. מעניין שבקטע הרומנטי כמעט המופיע בפרשה, ומדגיש את אוצרות הטבע של ישראל וכמה היא טובה ויפה ומיוחדת, מופיעה המילה ""ארץ"" שבע פעמים. על פי הסוד המספר שבע מייצג את מימד הרוח, שמעל החומר, שמאפשר לו קיום, וכך גם ה""ארציות"", החומר, אין לו קיום עצמאי ללא המימד הרוחני, ה""גרעין"".  בהתאם לכך מודגש שארץ ישראל שונה ונפלאה יותר מכל שאר הארצות, וזאת מאחר ו""עיני ה' .. בה מראשית השנה עד אחרית השנה"".  אז ה' עושה לנו עיניים? ומה עם שאר הארצות?  על כך שאלו חכמינו: מה זאת אומרת? הרי ה' נמצא בכל מקום ו""רואה"" הכל וגם ברכתו נמצאת בכל הארצות?  תשובתם לכך הינה שלמרות שכל הארצות ""נראות"", ארץ ישראל נראת ומושגחת באופן מיוחד, כך שבזכות הברכה המיוחדת שמשרה ה' על ישראל, מתברכות דרכה כל הארצות. ישראל לפי זה היא מעין צינור שמקבל ומעביר לעולם. שנזכה לשמוח בארץ הטובה הזו. שבת שלום.",2021-07-30 18:26:48,Miri Regev מירי רגב,FAKE
4207387836024666,"דמיינו, שאתם הייתה השכנים של גדעון סער והיה לכם סכסוך נגיד על חנייה. יום למחרת גדעון סער כשר המשפטים היה מעביר חוק שפוגע בדיוק בכם באותו סכסוך על חנייה.  גדעון סער מונע ממסע נקמה אישי נגד בנימין נתניהו, יש כאןעוד ניגוד עניינים ברור והוא לא יכול להתעסק בשום הצעת חוק הקשורה לנתניהו.  האזינו לדברים שאמרתי הבוקר לניסים משעל ברדיו 103>>>  https://103fm.maariv.co.il/programs/media.aspx?ZrqvnVq=IHEIHG&c41t4nzVQ=EL",2021-07-30 10:55:26,Miri Regev מירי רגב,FAKE
4205622089534574,"שוב תינוקת, פעוטה חסרת ישע, נשכחת ברכב הלוהט. ברוך ה' המקרה הפעם לא נגמר באסון, אבל שום דבר לא מבטיח שכך זה ייגמר בפעם הבאה.  אסור היה לדחות את התקנות אפילו לא ביום, חודשי הקיץ מסוכנים, הרכבים הם מלכודת מוות לוהטת. והתקנה הזו יכולה להציל חיים רבים ולסייע להורים למנוע את האסון הבא.",2021-07-29 19:39:23,Miri Regev מירי רגב,REAL
4204601629636620,"ליברמן אמר שהוא לא יעלה מיסים, אז אמר...  התקציב שמתגבש באוצר הוא תקציב אכזרי, אנטי חברתי, שיפגע במעמד הביניים ובחלשים בחברה הישראלית.  החקלאים הם הראשונים שמשמיעים קול צעקה והם הסנונית הראשונה למאבק שכולנו צריכים לנהל נגד התקציב.",2021-07-29 12:14:39,Miri Regev מירי רגב,REAL
4202821073148009,"בלי בושה, שוחד פוליטי על השולחן. הציבור רואה לכם.",2021-07-28 20:15:12,Miri Regev מירי רגב,FAKE
4201702086593241,"מול ההחלטה המופקרת שקיבלה שרת התחבורה מיכאלי אשר סיכנה את הילדים הנשכחים ברכבים הלוהטים, קמו חברי וועדת הכלכלה של הכנסת שלקחו אחריות ובצורה עניינית וישרה, הובילו לקידום מהיר של החלת הרפורמה לשכחת ילדים עוד בטרםעוד הקיץ הבא. אני גאה בהם ומודה להם בשמם של הילדים שחייהם ינצלו בקיץ 2022 ובשנים הבאות - בזכות הרפורמה שקדמנו. קשה להימלט מן המחשבה שניסיונות הדחייה נשענו על שיקולים זרים ולא ענייניים.",2021-07-28 11:46:21,Miri Regev מירי רגב,FAKE
4200700033360113,קואליציה אמרתם? בטח התכוונתם לגועליציה! ומי זה השוויש? דברים שאמרתי במליאת הכנסת במהלך הלילה.  צפו 》》》,2021-07-28 02:47:41,Miri Regev מירי רגב,FAKE
4200088256754624,"הממשלה דאגה לעצמה, היא מקבלת שלושה חיסונים ביום מהתקשורת - K11,R13, N12. את הציבור בינתיים היא מפקירה, נראה מתי יגיע זמננו...",2021-07-27 21:49:56,Miri Regev מירי רגב,FAKE
571878130651051,בין הצבעה להצבעה קפצתי לאכול משהו קטן הצטרפו...,2021-07-27 20:25:19,Miri Regev מירי רגב,REAL
4198552540241529,"למה אתה מחכה בוש הממשלה בנט, רק הבוקר פורסם שמספר המאומתים חצה את ה2,000. חיי אזרחי מדינת ישראל נמצאים בסכנה. מקדם ההדבקה עולה, החורף מתקרב. ולא נדרשת ממך שום מחשבה חדשה, אפילו לא להעתיק ספרון חדש, רק תביא אתעוד החיסונים שנתניהו רכש בהיותו ראש הממשלה, למען אזרחי מדינת ישראל.  זה ברור לכולנו שרק עם החיסונים ניתן לחיות לצד הקורונה. מי שרוצה להימנע ממאות מתים, מי שרוצה להימנע מסגרים, מהתמוטטות הכלכלה, חייב להביא את החיסונים.  תתעורר אתה כבר יותר מחודש בתפקיד ולא עושה דבר. אתה לא מבין שחיי אדם אינם משחק.",2021-07-27 10:03:38,Miri Regev מירי רגב,FAKE
4494232997267038,"ככה זה כשנשים וגברים נלחמות ונלחמים יחד :)) מדליה מרגשת וחשובה במיוחד, קבוצתית ולאומית במובן הכי יפה של המילה. אלופותים!  צילום: FRANCK FIFE - AFP",2021-07-31 13:32:15,Merav Michaeli מרב מיכאלי,REAL
4489026604454344,‏‏הבריאות שלנו היא מעל הכל. סיכמתי עם ראש הממשלה נפתלי בנט - Naftali Bennett ועם משרד האוצר על גיוס של 400 פקחים אשר יאכפו את עטיית המסיכות בתחבורה הציבורית כדי למנוע הדבקה. המלחמה בקורונה היא לטובת כולנו - אל תזלזלו והקפידו על עטיית מסיכה.  ‎#עוד_תחנה_בדרך,2021-07-29 18:19:46,Merav Michaeli מרב מיכאלי,REAL
4486220001401671,"חברי, השר לבטחון פנים עמר בר-לב - Omer Barlev, עשה הבוקר דבר שלא נעשה מעולם עדיין, והתנצל באופן פומבי בשם המשטרה על ההתנהגות הלא ראויה של משטרת ישראל כלפי נפגעות. הצעד הבא הוא ליישם את הדרישה של מפלגת העבודה בהסכמים הקואליציונים ולהקים את היחידות המיוחדות לטיפול בעבירות מין ובנפגעות ונפגעים במשטרת ישראל. עכשיו.",2021-07-28 19:34:28,Merav Michaeli מרב מיכאלי,REAL
4482573318433006,"בפעם הבאה שאומרים לכן ""מה אתן רוצות, השוויון כבר מזמן כאן"" תגידו להם שתי מלים - שי אביטל.  העדויות המחרידות נגד הסוכן שי אביטל מזכירות לנו את אי השוויון ופערי הכוחות בין גברים לנשים, ובפרט את הסיטואציות של ניצולעוד מעמד ומרות. ככה בדיוק מתרחשות פגיעות מיניות פשוט איומות.  זה לא שלא התקדמנו. התקדמנו מאד. לפני ארבעים, שלושים, עשרים ועשר שנים, נשים - ובטח בנות צעירות כל כך - לא חלמו להתלונן, היו סובלות מלעג, אי אמון והאשמה והרוב בכלל לא היה נחשב עבירה.  עשינו דרך ארוכה. אבל אנחנו עוד רחוקות ורחוקים מאוד ממיגור התופעה, והמלחמה שלנו לא תושג עד שלא יהיה שוויון בין גברים לנשים, כי הפגיעות הללו קורות תמיד בהיעדר שוויון.  אני מחזקת את ידיהן של המתלוננות האמיצות, וקראת למשטרה ולפרקליטות לפעול למיצוי הדין. ובכל מקרה, בכל מקרה של פגיעה או הטרדה מינית - 1202 לסיוע ע""י נשים, 1203 לסיוע ע""י גברים, צלצלו וקבלו עזרה. אי אפשר לאנוס אתכןם לשתוק.",2021-07-27 15:44:54,Merav Michaeli מרב מיכאלי,REAL
4479340805422924,"רוני דניאל עורר רגשות עזים מאד אצל כל אחת ואחד מאתנו. פרשן, דעתן, לוחם. חלל גדול מאד נפער בתקשורת ובציבוריות שלנו. חיזוק ענק ותנחומים אדירים למשפחה בזמנים קשים אלה.",2021-07-26 14:18:39,Merav Michaeli מרב מיכאלי,REAL
4478973525459652,"כדי לשמור עליכןם - אנחנו עושות ועושים את הצעד הנדרש וההכרחי, כניסה ויציאה מנתב""ג ללא ליווי, על מנת לצמצם את מספר האנשים בשדה. המטרה היא לאפשר את המשך הפעילות תוך שמירה מקסימלית על בריאות הנוסעות והנוסעיםעוד ועובדות ועובדי השדה. וחוץ מזה, שוב ועדיין - שימו מסיכות, לכו להתחסן ובואו נשמור לא רק על עצמנו, אלא גם על הסובבות והסובבים אותנו.",2021-07-26 11:10:55,Merav Michaeli מרב מיכאלי,REAL
4478834258806912,אנסטסיה גורבנקו את מדהימה והעתיד ורוד. תזכורת לעצמי - להזיז את השעון המעורר שעתיים אחורה לשבועיים הקרובים. כיף.  צילום: AP,2021-07-26 09:49:59,Merav Michaeli מרב מיכאלי,REAL
4473857382637933,"איזו גאווה אבישג סמברג ושירה ראשוני. אתן השראה לילדות ולנערות לא רק בישראל, אלא בכל העולם. שאפו! מדליה ראשונה ביום המשחקים הראשון. רק התחלנו!  צילום: רויטרס",2021-07-24 16:50:46,Merav Michaeli מרב מיכאלי,REAL
4466940496662955,"לכל החפירות שאתן שומעות ושומעים מעל ומתחת לפני הקרקע יש מטרה אחת - להביא אתכן ואתכם ממקום למקום בצורה טובה, מהירה ויעילה יותר. הפרוייקטים השונים יצעידו את התחבורה הציבורית בישראל צעד נוסף ומשמעותי קדימה אל עברעוד מציאות תחבורתית מתקדמת יותר. זה אמנם לוקח זמן ויש אתגרים רבים בדרך, אבל אני סומכת על כח האדם האיכותי והמקצועי שיבצע את המשימה על הצד הטוב ביותר, כדי שמציאות התחבורה הציבורית שלנו פה תהפוך להיות דבר שאנחנו גאות וגאים בו. נת""ע - מערכת מטרופולינית להסעת המונים",2021-07-22 10:53:24,Merav Michaeli מרב מיכאלי,FAKE
10161266714468128,אל תאמינו למי שמבטיח לכם הכנסה פאסיבית. כדי לצאת מהמשבר - צריך להשקיע יותר. להרחיב את התקציב. זאת הדרך שמרצ מובילה בממשלה.  צפו וחתמו עכשיו >> https://bit.ly/3rFaO9n,2021-07-30 11:26:07,Meretz מרצ,FAKE
10161265349048128,"עם קיצוצים וצמצומים - לא נצא מהמשבר!  מערך בריאות הנפש הוזנח באופן פושע. שנים שזאת החצר האחורית של מערכת הבריאות, זה הזמן להעביר את הנושא החשוב הזה לחזית העשיה. זה הזמן לרפורמה מקיפה במערך בריאות הנפש, כמועוד שמתכנן שר הבריאות ניצן הורוביץ - זה ממש לא הזמן לקצץ בבריאות. כדי לצאת מהמשבר חייבים להשקיע יותר. מרצ אומרת בממשלה את מה שאמרנו מאז ומעולם - חייבים להרחיב את התקציב!  בארה""ב, בגרמניה, באיטליה ובאוסטרליה כבר הבינו את זה - והחליטו להרחיב את התקציב במיליארדים.  הגיע הזמן שישראל תצטרף למדינות המובילות בעולם, ושגם הממשלה שלנו תרחיב את התקציב כדי לצאת מהמשבר. מסכימים? חתמו כאן עכשיו ויחד נגרום לזה לקרות >> https://bit.ly/3rFaO9n",2021-07-31 12:00:41,Meretz מרצ,REAL
10161265343758128,"עם קיצוצים וצמצומים - לא נצא מהמשבר!  בישראל יש 2 מיטות אשפוז ל-1000 נפש. אנחנו בין המקומות הנמוכים ביותר בעולם המערבי. זה הזמן להוסיף מיטות אשפוז נוספות לבתי החולים, כמו שמתכנן שר הבריאות ניצן הורוביץ - זה ממשעוד לא הזמן לקצץ בבריאות. כדי לצאת מהמשבר חייבים להשקיע יותר. מרצ אומרת בממשלה את מה שאמרנו מאז ומעולם - חייבים להרחיב את התקציב!  בארה""ב, בגרמניה, באיטליה ובאוסטרליה כבר הבינו את זה - והחליטו להרחיב את התקציב במיליארדים.  הגיע הזמן שישראל תצטרף למדינות המובילות בעולם, ושגם הממשלה שלנו תרחיב את התקציב כדי לצאת מהמשבר. מסכימים? חתמו כאן עכשיו ויחד נגרום לזה לקרות >> https://bit.ly/3rFaO9n",2021-07-31 09:00:47,Meretz מרצ,FAKE
10161265336438128,"עם קיצוצים וצמצומים - לא נצא מהמשבר!  עשרות אלפי ישראלים שאבדו את מקום העבודה שלהם בתקופת הקורונה עוד לא השתלבו במעגל העבודה - זה ממש לא הזמן לקצץ. כדי לצאת מהמשבר חייבים להשקיע יותר. מרצ אומרת בממשלה את מהעוד שאמרנו מאז ומעולם - חייבים להרחיב את התקציב!  בארה""ב, בגרמניה, באיטליה ובאוסטרליה כבר הבינו את זה - והחליטו להרחיב את התקציב במיליארדים.  הגיע הזמן שישראל תצטרף למדינות המובילות בעולם, ושגם הממשלה שלנו תרחיב את התקציב כדי לצאת מהמשבר. מסכימים? חתמו כאן עכשיו ויחד נגרום לזה לקרות >> https://bit.ly/3rFaO9n",2021-07-30 16:00:48,Meretz מרצ,REAL
10161266895748128,"Michal Rozin מיכל רוזין ميخال روزين: קשה להאמין שעברו שש שנים מאז הרצח המזוויע של שירה בנקי ז""ל.  שש שנים בהן הסיפור שלה מלווה אותנו בכל מצעד גאווה בירושלים ונמצא בלבנו. שש שנים שבהן אנחנו שואבות השראה מהאורעוד ששירה הייתה בעולם, ומהעוצמה שהייתה בה כבר בגיל צעיר לצעוד לצד החברים והחברות שלה שרק מבקשים להיות מי שהם. אור שהוריה, מיקה ואורי, הנציחו בדיוק רב בפרויקטים למען סובלנות בחברה הישראלית, כמו דרך שירה בנקי - shira banki's way.  את היום הזה אני לוקחת גם כדי לזכור שההבנה הפשוטה - שכל אדם הוא אדם, עוד רחוקה מלהיות נחלת הכלל בחברה הישראלית. אני רואה את זה כאחריות אישית לדאוג לכך שההבנה הזו תשתקף בעוד ועוד חלקים בחברה הישראלית ובספר החוקים שלנו. לדאוג שפשעי שנאה נוראיים כמו הרצח במצעד ב-2015 לא יקרו יותר.  לדאוג שהציטוט של שפינוזה, ""מוטב ללמד את הטוב מאשר לגנות את הרע"", שמזוהה כל כך עם זכרה של שירה, ילווה אותנו תמיד, בכל צעד ושעל - לדאוג ללמד שאהבה היא אהבה.",2021-07-30 13:50:38,Meretz מרצ,REAL
10161265339833128,"עם קיצוצים וצמצומים - לא נצא מהמשבר!  החום מתגבר, והאסון האקלימי שמאיים להכחיד את האנושות מתקרב בצעדי ענק. זה הזמן לחוק חירום למאבק במשבר האקלים, כמו שמובילה השרה להגנת הסביבה תמר זנדברג - זה ממש לא הזמן לקצץעוד בהגנה על הסביבה. כדי לצאת מהמשבר חייבים להשקיע יותר. מרצ אומרת בממשלה את מה שאמרנו מאז ומעולם - חייבים להרחיב את התקציב!  בארה""ב, בגרמניה, באיטליה ובאוסטרליה כבר הבינו את זה - והחליטו להרחיב את התקציב במיליארדים.  הגיע הזמן שישראל תצטרף למדינות המובילות בעולם, ושגם הממשלה שלנו תרחיב את התקציב כדי לצאת מהמשבר. מסכימים? חתמו כאן עכשיו ויחד נגרום לזה לקרות >> https://bit.ly/3rFaO9n",2021-07-30 13:00:50,Meretz מרצ,REAL
10161265330233128,"עם קיצוצים וצמצומים - לא נצא מהמשבר!  זה הזמן להגדיל את סל התרופות ולהבטיח טיפול רפואי לאלפי חולים במחלות קשות - זה ממש לא הזמן לקצץ בבריאות.  כדי לצאת מהמשבר חייבים להשקיע יותר.  מרצ אומרת בממשלה את מה שאמרנועוד מאז ומעולם - חייבים להרחיב את התקציב!  בארה""ב, בגרמניה, באיטליה ובאוסטרליה כבר הבינו את זה - והחליטו להרחיב את התקציב במיליארדים.  הגיע הזמן שישראל תצטרף למדינות המובילות בעולם, ושגם הממשלה שלנו תרחיב את התקציב כדי לצאת מהמשבר. מסכימים? חתמו כאן עכשיו ויחד נגרום לזה לקרות >> https://bit.ly/3rFaO9n",2021-07-30 11:00:45,Meretz מרצ,REAL
10161265321413128,"עם קיצוצים וצמצומים - לא נצא מהמשבר!  זה הזמן לטפל באלפי חולים, לחסן את זקנות וזקנים ולהבטיח שכל איש ואישה בישראל מקבל טיפול ראוי - זה ממש לא הזמן לקצץ בבריאות.  כדי לצאת מהמשבר חייבים להשקיע יותר.  מרצ אומרתעוד בממשלה את מה שאמרנו מאז ומעולם - חייבים להרחיב את התקציב!  רק ככה נוכל להגדיל את סל התרופות, להוסיף מיטות בבתי החולים, לערוך רפורמה בבריאות הנפש, להקים בתי חולים חדשים שיבטיחו שירותי בריאות שוויוניים בפריפיריה - אי אפשר לעשות את כל זה, בלי להחריב את התקציב. בכל העולם הבינו את זה, והחליטו להרחיב את התקציב במיליארדים.  הגיע הזמן שישראל תצטרף למדינות המובילות בעולם, ושגם הממשלה שלנו תרחיב את התקציב כדי לצאת מהמשבר. מסכימים? חתמו כאן עכשיו ויחד נגרום לזה לקרות >> https://bit.ly/3rFaO9n",2021-07-29 21:00:16,Meretz מרצ,REAL
10161265315668128,"עם קיצוצים וצמצומים - לא נצא מהמשבר!  זה הזמן לייצר מקומות עבודה חדשים, לתמוך בעצמאים להחזיר מובטלים למעגל העבודה - זה ממש לא הזמן לקצץ.  כדי לצאת מהמשבר חייבים להשקיע יותר.  מרצ אומרת בממשלה את מה שאמרנו מאזעוד ומעולם - חייבים להרחיב את התקציב!  זה מה שעושים בכל המדינות המפותחות בעולם - בגרמניה, באיטליה, באוסטרליה - אפילו בארצות הברית, מעוז הקפיטליזם, יודעים שאין דרך אחרת לצאת מהמשבר. נשיא ארה""ב ג'ו ביידן העביר תכנית חילוץ אדירה - השקעה של 6 טריליון דולר, 28% מהתמ""ג האמריקאי. גם ביידן מבין - מי שמשקיע בכלכלה עכשיו יקצור את הפירות בשנים הבאות. מי שמקצץ ומייבש - ימצא את עצמו תקוע עמוק יותר ויותר בתוך המשבר.  ישראל מתנהלת בלי תקציב במשך יותר משנתיים. התקציב שנעביר יחד בשבועות הקרובים הוא שעובר מאז 2018 (!). יש לנו הזדמנות אדירה להרחיב אותו ולהשקיע במה חשוב באמת - לסייע לעשרות אלפי מובטלים חדשים לחזור למעגל העבודה, לעצמאים לשקם את העסקים שלהם - רק ככה ישראל תצא מהמשבר.  הגיע הזמן שישראל תצטרף למדינות המובילות בעולם, ושגם הממשלה שלנו תרחיב את התקציב כדי לצאת מהמשבר. מסכימים? חתמו כאן עכשיו ויחד נגרום לזה לקרות >> https://bit.ly/3rFaO9n",2021-07-29 19:39:53,Meretz מרצ,REAL
774704909873570,"איך שהזמן רץ. אני (רק) בן 62 היום, ואין מתנה גדולה יותר שאני יכול לבקש ליום הולדתי מאשר ממשלה חדשה ויציבה שתפעל למענכם. מעומק הלב, תודה לכולכם על הברכות.",2021-06-09 13:08:12,בני גנץ - Benny Gantz,REAL
802762617067799,"התראיינתי השבוע ל-BBC בפרסית, כדי להעביר לאזרחי איראן מסר ישיר- במקום לדאוג לכם לאוכל, חשמל ולמאבק בקורונה, המשטר הטוטליטרי שלכם, מוציא מיליארדים על פרויקט הגרעין הצבאי. יש לנו הערכה רבה לעם האיראני, הם לא אויבים שלנו. אך כשסכנה קיומית מרחפת מעל ראשנו - לא נעצום עין אלא נפעל למנוע מאיראן נשק גרעיני.",2021-07-29 21:27:17,בני גנץ - Benny Gantz,REAL
802689890408405,"מניח זר על קברו של רוני דניאל ז׳׳ל, שהובא היום למנוחת עולמים.  בעולם שבין הזיוף לאמת, היתה בו אהבה. אהבה למדינה, לחברים, לחקלאות ולמשפחה. אהבה לישראליות.  נוח על משכבך בשלום, רוני. אתה כבר חסר לנו.",2021-07-29 18:46:26,בני גנץ - Benny Gantz,REAL
802243970452997,"שלום לטייסים, רגע לפני ההמראה חזרה לישראל. תחושות טובות מאוד בתום הביקור בפריז. לילה טוב לכולם!",2021-07-28 23:44:50,בני גנץ - Benny Gantz,REAL
