date,page/account,is_comment,text,binary label,explanation,comments,link,clean_text,lemmatized
02/09/2021,חיסוני קורונה ותופעות לוואי בזמן אמת,yes,מתי יבינו שבסופו של דבר אם המצב ימשיך כך עם החיסונים יהיה דילול אוכלוסיה הם לא רוצים אנשים חיים,0.0,,לבדוק,,מתי יבינו שבסופו של דבר אם המצב ימשיך כך עם החיסונים יהיה דילול אוכלוסיה הם לא רוצים אנשים חיים,"['מתי', 'הבין', 'סוף', 'של', 'דבר', 'אם', 'מצב', 'המשיך', 'כך', 'עם', 'חיסון', 'היה', 'דילול', 'אוכלוסייה', 'הוא', 'לא', 'רצה', 'איש', 'חי']"
22/09/2021,חיסוני קורונה ותופעות לוואי בזמן אמת,yes,"מגיפה זו מחלה של אוכלוסיה ועל מנת לרפא את האוכלוסיה יש לחסן את כל הפרטים בה. יש לזה חשיבות אדירה במניעה של יצירת וואריאנטים. ישנם 2 מקורות לוואריאנטים. המקור הבעייתי יותר הוא אנשים עם כשל חיסוני אשר לא מפתחים חיסוניות למרות שמחוסנים. אצלהם הווירוס יכול להסתובב בגוף חודשים שכן בגלל הכשל החיסוני הם לא מחוסנים, לא מבריאים, למפתחים מחלה קשה ולא עוצרים וואריאנטים, שכן פעולות אלו תלויות במערכת חיסון בריאה. חלקם יתפתחו אצל לא מחוסנים, גם אם יחלו במחלה אסימפטומטית. לכן, חשוב שכולם יתחסנו זו הדרך היחידה לרפא את האוכלוסיה.",1.0,,,https://www.facebook.com/groups/421434465970824/permalink/577815936999342/,מגיפה זו מחלה של אוכלוסיה ועל מנת לרפא את האוכלוסיה יש לחסן את כל הפרטים בה יש לזה חשיבות אדירה במניעה של יצירת וואריאנטים ישנם 2 מקורות לוואריאנטים המקור הבעייתי יותר הוא אנשים עם כשל חיסוני אשר לא מפתחים חיסוניות למרות שמחוסנים אצלהם הווירוס יכול להסתובב בגוף חודשים שכן בגלל הכשל החיסוני הם לא מחוסנים לא מבריאים למפתחים מחלה קשה ולא עוצרים וואריאנטים שכן פעולות אלו תלויות במערכת חיסון בריאה חלקם יתפתחו אצל לא מחוסנים גם אם יחלו במחלה אסימפטומטית לכן חשוב שכולם יתחסנו זו הדרך היחידה לרפא את האוכלוסיה,"['מגפה', 'זו', 'חלה', 'של', 'אוכלוסייה', 'על', 'מנה', 'ריפא', 'את', 'אוכלוסייה', 'יש', 'חיסן', 'את', 'כול', 'פרט', 'היא', 'יש', 'זה', 'חשיבות', 'אדיר', 'מניעה', 'של', 'יצירה', 'וואריאנטים', 'יש', 'מקור', 'וואריאנטים', 'מקור', 'בעייתי', 'יותר', 'הוא', 'איש', 'עם', 'כשל', 'חיסוני', 'אשר', 'לא', 'פיתח', 'חיסוני', 'למרות', 'חוסן', 'אצלהם', 'וירוס', 'יכול', 'הסתובב', 'גוף', 'חודש', 'שכן', 'בגלל', 'כשל', 'חיסוני', 'הוא', 'לא', 'חוסן', 'לא', 'הבריא', 'מפתח', 'מחלה', 'קשה', 'לא', 'עצר', 'ואריאנטים', 'שכן', 'פעולה', 'אלו', 'תלה', 'מערכה', 'חיסון', 'ריאה', 'חלק', 'התפתח', 'אצל', 'לא', 'חוסן', 'גם', 'אם', 'ייחל', 'מחלה', 'אסימפטומטית', 'לכן', 'חשוב', 'כולם', 'התחסן', 'זו', 'דרך', 'יחיד', 'ריפא', 'את', 'אוכלוסייה']"
22/09/2021,חיסוני קורונה ותופעות לוואי בזמן אמת,yes,"נכון לא נכון, חרטט בביטחון תקרא קצת את ההמלצות של גירט ואנדן בוש, מומחה חיסונים עולמי. בקצרה- חיסון במצב של מגיפה יוצר וריאנטים ומסכן את כולם",0.0,"לא נכון, מקור שמסביר זאת: https://www.science.org/content/blog-post/vaccines-will-not-produce-worse-variants",,https://www.facebook.com/groups/421434465970824/permalink/577815936999342/,נכון לא נכון חרטט בביטחון תקרא קצת את ההמלצות של גירט ואנדן בוש מומחה חיסונים עולמי בקצרה חיסון במצב של מגיפה יוצר וריאנטים ומסכן את כולם,"['נכון', 'לא', 'נכון', 'חרטט', 'ביטחון', 'קרא', 'קצת', 'את', 'המלצה', 'של', 'גירט', 'ואנדן', 'בוש', 'מומחה', 'חיסון', 'עולמי', 'בקצרה', 'חיסון', 'מצב', 'של', 'מגפה', 'יצר', 'ריאנטים', 'מסכן', 'את', 'כולם']"
22/09/2021,חיסוני קורונה ותופעות לוואי בזמן אמת,yes,"אכן, מגיפה מחלה של אוכלוסיות ולא אנשים וצריך יהיה לחסן את העולם. לשימחתינו בינתיים הוואריאנטים שבישראל לא פרצו את החיסון והם רגישים אליו בהנתן חיסוניות (בעקבות הבוסטר) מבחינת ישראל, כל מנת חיסון בעולם מפחיתה את הסיכוי לוואריאנטים. כמו וואריאנט אלפא. כל מנת חיסון בישראל מפחיתה נכון להיום את רמת התחלואה בארץ.",1.0,,לבדוק,https://www.facebook.com/groups/421434465970824/permalink/577815936999342/,אכן מגיפה מחלה של אוכלוסיות ולא אנשים וצריך יהיה לחסן את העולם לשימחתינו בינתיים הוואריאנטים שבישראל לא פרצו את החיסון והם רגישים אליו בהנתן חיסוניות בעקבות הבוסטר מבחינת ישראל כל מנת חיסון בעולם מפחיתה את הסיכוי לוואריאנטים כמו וואריאנט אלפא כל מנת חיסון בישראל מפחיתה נכון להיום את רמת התחלואה בארץ,"['אכן', 'הגיף', 'מחלה', 'של', 'אוכלוסייה', 'לא', 'הנשים', 'צריך', 'היה', 'חיסן', 'את', 'עולם', 'שימחתינו', 'בינתיים', 'וואריאנטים', 'ישראל', 'לא', 'פרץ', 'את', 'חיסון', 'הוא', 'רגיש', 'אל', 'הוא', 'ניתן', 'חיסוני', 'בעקבות', 'בוסטר', 'בחינה', 'ישראל', 'כול', 'מנה', 'חיסון', 'עולם', 'הפחית', 'את', 'סיכוי', 'וואריאנטים', 'כמו', 'וואריאנט', 'אלפא', 'כול', 'מנה', 'חיסון', 'ישראל', 'הפחית', 'נכון', 'להיום', 'את', 'רמה', 'תחלואה', 'ארץ']"
24/09/2021,חיסוני קורונה ותופעות לוואי בזמן אמת,yes,"דום לב, התקפי לב ושבץ אינם תופעות לוואי של החיסון. לכל היותר אתה יכול להכריז כי לפי נתונים לא רשמיים שאספת לפחות 4,000 איש בישראל קבלו אירוע לב.",1.0,,לבדוק. מצרף מקור: https://www.cdc.gov/vaccinesafety/ensuringsafety/monitoring/vaers/index.html?fbclid=IwAR14WEYjsbFQ7HKyjvs3wlqSW4YNoApgd29IO1snrnXOstFOf65wRPBloLk,,דום לב התקפי לב ושבץ אינם תופעות לוואי של החיסון לכל היותר אתה יכול להכריז כי לפי נתונים לא רשמיים שאספת לפחות 4000 איש בישראל קבלו אירוע לב,"['דום', 'לב', 'התקפי', 'לב', 'שבץ', 'אינו', 'תופעה', 'לוואי', 'של', 'חיסון', 'כול', 'יותר', 'הוא', 'יכול', 'הכריז', 'כי', 'לפי', 'נתון', 'לא', 'רשמי', 'אספה', 'לפחות', '4000', 'איש', 'ישראל', 'קבל', 'אירוע', 'לב']"
19/09/2021,חיסוני קורונה ותופעות לוואי בזמן אמת,yes,"יש דחף ואינטרס כלכלי מצד גורמים עוינים לשנות את מספר המתים לטובת קורונה
וזה מוכח",0.0,,,,יש דחף ואינטרס כלכלי מצד גורמים עוינים לשנות את מספר המתים לטובת קורונה וזה מוכח,"['יש', 'דחף', 'אינטרס', 'כלכלי', 'מצד', 'גורם', 'עוין', 'שנה', 'את', 'מספר', 'מת', 'טובה', 'קורונה', 'זה', 'הוכח']"
20/09/2021,חיסוני קורונה ותופעות לוואי בזמן אמת,yes,"220 אלף על כל אחד שנרשם שנפטר מקורונה. תראו מה הסיכויים להיפגע מהחיסון במדינה שאשכרה עוקבת אחרי הנזקים (ארה""ב), לא כמו בישראל שמטייחים וראש הממשלה משקר לגביהם. https://openvaers.com/covid-data יש שם טבלה שמראה על דיווחי מוות של אנשים בריאים בסמוך לחיסון. כל השנים זה על המינימום וב-2020/21 זה קופץ לשמיים... זה בגלל ה""חיסון"" לקורונה שעובד בשיטה שאף חיסון עד היום לא עבד בה, שיטה נסיונית שעד היום השתמשו בה רק על חיות וגם החיות מתו... אני לא ממציא, תחקרו קצת על mrna vaccines אבל אל תכנסו ללינקים הראשונים שממומנים על ידי חברות התרופות אם לא נפגעים אחרי שלוש זריקות אז הבוסטר הרביעי, חמישי יעשה זאת... ולמרות שאין מעקב מסודר בישראל, יש את הקבוצה הזאת https://www.facebook.com/groups/242682556373559/?ref=share אם מעניינת אתכם האמת... הכל עדויות מקור ראשון של הנפגעים עצמם או קרוביהם ויש בלא מעט מקרים גם תמונות",0.0,,בתגובה לשאלה כמה בתי חולים מקבלים על כל נפטר קורונה,,220 אלף על כל אחד שנרשם שנפטר מקורונה תראו מה הסיכויים להיפגע מהחיסון במדינה שאשכרה עוקבת אחרי הנזקים ארהב לא כמו בישראל שמטייחים וראש הממשלה משקר לגביהם יש שם טבלה שמראה על דיווחי מוות של אנשים בריאים בסמוך לחיסון כל השנים זה על המינימום וב202021 זה קופץ לשמיים זה בגלל החיסון לקורונה שעובד בשיטה שאף חיסון עד היום לא עבד בה שיטה נסיונית שעד היום השתמשו בה רק על חיות וגם החיות מתו אני לא ממציא תחקרו קצת על מרנא vaccines אבל אל תכנסו ללינקים הראשונים שממומנים על ידי חברות התרופות אם לא נפגעים אחרי שלוש זריקות אז הבוסטר הרביעי חמישי יעשה זאת ולמרות שאין מעקב מסודר בישראל יש את הקבוצה הזאת אם מעניינת אתכם האמת הכל עדויות מקור ראשון של הנפגעים עצמם או קרוביהם ויש בלא מעט מקרים גם תמונות,"['220', 'אילף', 'על', 'כול', 'אחד', 'נרשם', 'נפטר', 'קורונה', 'הראה', 'מה', 'סיכוי', 'נפגע', 'חיסון', 'מדינה', 'אשכר', 'עקב', 'אחרי', 'נזק', 'ארה""ב', 'לא', 'כמו', 'ישראל', 'שמטייחים', 'ראש', 'ממשלה', 'שיקר', 'לגבי', 'הם', 'יש', 'שם', 'טבלה', 'הראה', 'על', 'דיווח', 'מוות', 'של', 'איש', 'בריא', 'סמך', 'חיסון', 'כול', 'שנה', 'זה', 'על', 'מינימום', '202021', 'זה', 'קפץ', 'שמיים', 'זה', 'בגלל', 'חיסון', 'קורונה', 'עובד', 'שיטה', 'אף', 'חיסון', 'עד', 'יום', 'לא', 'עיבד', 'היא', 'שייט', 'נסיונית', 'עד', 'היום', 'השתמש', 'היא', 'רק', 'על', 'חיה', 'גם', 'חיה', 'מת', 'הוא', 'לא', 'המציא', 'חקר', 'קצת', 'על', 'מרנא', 'אבל', 'אל', 'כינס', 'לינק', 'ראשון', 'מומן', 'על', 'יד', 'חברה', 'תרופה', 'אם', 'לא', 'נפגע', 'אחרי', 'שלוש', 'זריקה', 'אז', 'בוסטר', 'רביעי', 'חמישי', 'נעשה', 'זאת', 'למרות', 'אין', 'מעקב', 'מסודר', 'ישראל', 'יש', 'את', 'קבוצה', 'זאת', 'אם', 'מעניין', 'את', 'אתם', 'אמת', 'כול', 'עדות', 'מקור', 'ראשון', 'של', 'נפגע', 'עצמו', 'או', 'קרוב', 'יש', 'בלא', 'מעט', 'מקרה', 'גם', 'תמונה']"
20/09/2021,חיסוני קורונה ותופעות לוואי בזמן אמת,yes,יולדת זה בערך 10 אלף והיא יוצאת חיה + אז על מת ממגפה דמיונית בטח יותר,0.0,,,,יולדת זה בערך 10 אלף והיא יוצאת חיה + אז על מת ממגפה דמיונית בטח יותר,"['ילד', 'זה', 'ערך', '10', 'אלף', 'הוא', 'יצא', 'חי', 'אז', 'על', 'מת', 'מגפה', 'דמיוני', 'בטח', 'יותר']"
19/09/2021,חיסוני קורונה ותופעות לוואי בזמן אמת,yes,חחחחח הם לא ירגעו עד שירעילו את כולכם על איזה תו אתה מדבר,0.0,,,,חחחחח הם לא ירגעו עד שירעילו את כולכם על איזה תו אתה מדבר,"['חחחחח', 'הוא', 'לא', 'נרגע', 'עד', 'הרעיל', 'את', 'כול', 'על', 'איזה', 'תו', 'הוא', 'דיבר']"
05/09/2021,חיסוני קורונה ותופעות לוואי בזמן אמת,yes,נכון לעכשיו ידוע יותר על פגיעות בעוברים של נשים הרות שחלו בקורונה ולא היו מחוסנות. עד למקרה קיצוני שהיה השבוע מות עובר בחודש התשיעי ברחמה של חולת קורונה,1.0,,לבדוק,https://www.facebook.com/groups/421434465970824/permalink/557891532325116/,נכון לעכשיו ידוע יותר על פגיעות בעוברים של נשים הרות שחלו בקורונה ולא היו מחוסנות עד למקרה קיצוני שהיה השבוע מות עובר בחודש התשיעי ברחמה של חולת קורונה,"['נכון', 'לעכשיו', 'ידוע', 'יותר', 'על', 'פגיעות', 'עובר', 'של', 'איש', 'הרה', 'חל', 'קורונה', 'לא', 'היה', 'חוסן', 'עד', 'מקרה', 'קיצוני', 'היה', 'השבוע', 'מוות', 'עובר', 'חודש', 'תשיעי', 'רחם', 'של', 'חלה', 'קורונה']"
05/09/2021,חיסוני קורונה ותופעות לוואי בזמן אמת,yes,"משרד הבריאות לא רוצים לעורר בהלה ולגרום לאנשים להמנע מלהתחסן, ולכן מסתירים את נזקי החיסון לאוכלוסיות רבות באוכלוסייה כמו חולי לב,בעלי מערכת חיסון חלשה ומחלות גנטיות רדומות, שהחיסון עבורם עלול להיות קטלני, ולעורר מחלות רדומות וקטלניות.",1.0,"לא ידוע בוודאות אם משרד הבריאות מסתיר, אבל הפוסט נכון מבחינה של אוכלוסיות שהחיסון עלול להזיק להן, ומשרד הבריאות הפיץ רשימה של האוכלוסיות הללו.",,https://www.facebook.com/groups/421434465970824/permalink/561627551951514/,משרד הבריאות לא רוצים לעורר בהלה ולגרום לאנשים להמנע מלהתחסן ולכן מסתירים את נזקי החיסון לאוכלוסיות רבות באוכלוסייה כמו חולי לבבעלי מערכת חיסון חלשה ומחלות גנטיות רדומות שהחיסון עבורם עלול להיות קטלני ולעורר מחלות רדומות וקטלניות,"['משרד', 'בריאות', 'לא', 'רצה', 'עורר', 'בהלה', 'גרם', 'איש', 'נמנע', 'התחסן', 'לכן', 'הסתיר', 'את', 'נזק', 'חיסון', 'אוכלוסייה', 'רב', 'אוכלוסייה', 'כמו', 'חולי', 'בבעלי', 'מערכה', 'חיסון', 'חלש', 'מחלה', 'גנטי', 'רדום', 'חיסון', 'עבור', 'הם', 'עלול', 'היות', 'קטלני', 'עורר', 'חלה', 'רדום', 'קטלני']"
05/09/2021,חיסוני קורונה ותופעות לוואי בזמן אמת,yes,לפני החיסון הראשון היתה החרגה של כל סוג של אלרגיה המצריכה שימוש המזרק אפיפן. מאז זה שונה רק לאלרגיות לחומרים המצויים החיסון עצמו.,1.0,,"מקורות: https://www.cdc.gov/coronavirus/2019-ncov/vaccines/recommendations/specific-groups/allergies.html?fbclid=IwAR3nWA18JyZjov1P_MZ6JDTGeH5iqoDxxa1xWxUhGKa5ZCjPBFv1yXhv--Y
     https://www.clalit.co.il/he/your_health/family/Pages/who_cant_vaccinate.aspx?fbclid=IwAR2ngH9yUX5MAmrLBFf42dwuqBAFf8s4myOdBna6_zg7O83x6WgIKmYVdwc",https://www.facebook.com/groups/421434465970824/permalink/561627551951514/,לפני החיסון הראשון היתה החרגה של כל סוג של אלרגיה המצריכה שימוש המזרק אפיפן מאז זה שונה רק לאלרגיות לחומרים המצויים החיסון עצמו,"['לפני', 'חיסון', 'ראשון', 'היה', 'החרגה', 'של', 'כול', 'סוג', 'של', 'אלרגיה', 'הצריך', 'שימוש', 'מזרק', 'אפיפן', 'אז', 'זה', 'שונה', 'רק', 'אלרגיה', 'חומר', 'מצוי', 'חיסון', 'עצמו']"
11/09/2021,חיסוני קורונה ותופעות לוואי בזמן אמת,yes,"טינטון היא תופעת לוואי אפשרית של החיסון, זו הסיבה שאני לא מתחסן.",0.0,,,https://www.facebook.com/groups/421434465970824/permalink/571424844305118/,טינטון היא תופעת לוואי אפשרית של החיסון זו הסיבה שאני לא מתחסן,"['טינטון', 'הוא', 'תופעה', 'לוואי', 'אפשרי', 'של', 'חיסון', 'זו', 'סיבה', 'הוא', 'לא', 'התחסן']"
